1
22109
171977
S,1713
A00594,1284
A00595,78
A00596,1954
A00597,542
A00598,33
A00599,686
A00600,1325
A00601,485
A00602,587
A00603,90
A00604,292
A00605,1532
A00606,43
A00607,1228
A00608,405
A00609,681
A00610,1604
A00611,1404
A00612,27
A00613,504
A00614,605
A00615,807
A00616,437
A00617,92
A00618,1736
A00619,1251
A00620,610
A00621,51
A00622,216
A00623,1430
A00624,1941
A00625,130
A00626,947
A00627,1644
A00628,502
A00629,817
A00630,989
A00631,804
A00632,1674
A00633,1983
A00634,1025
A00635,1923
A00636,1424
A00637,1406
A00638,915
A00639,823
A00640,999
A00641,374
A00642,839
A00643,158
A00644,1594
A00645,1622
A00646,147
A00647,134
A00648,652
A00649,476
A00650,1640
A00651,1862
A00652,806
A00653,782
A00654,76
A00655,1273
A00656,268
A00657,1157
A00658,149
A00659,162
A00660,585
A00661,399
A00662,725
A00663,1587
A00664,1691
A00665,800
A00666,1730
A00667,44
A00668,1478
A00669,681
A00670,1382
A00671,1030
A00672,1177
A00673,912
A00674,251
A00675,235
A00676,1211
A00677,57
A00678,1836
A00679,319
A00680,1982
A00681,812
A00682,991
A00683,25
A00684,1176
A00685,1126
A00686,1997
A00687,891
A00688,1907
A00689,1752
A00690,1654
A00691,267
A00692,1257
A00693,753
A00694,238
A00695,600
A00696,1648
A00697,1252
A00698,466
A00699,793
A00700,1891
A00701,103
A00702,655
A00703,1971
A00704,1094
A00705,610
A00706,685
A00707,1893
A00708,530
A00709,1840
A00710,61
A00711,211
A00712,1321
A00713,1830
A00714,179
A00715,1772
A00716,1407
A00717,700
A00718,411
A00719,565
A00720,802
A00721,838
A00722,136
A00723,1726
A00724,1026
A00725,1115
A00726,1772
A00727,423
A00728,674
A00729,1651
A00730,586
A00731,1959
A00732,1591
A00733,1042
A00734,427
A00735,1878
A00736,156
A00737,1020
A00738,931
A00739,565
A00740,441
A00741,104
A00742,361
A00743,66
A00744,1690
A00745,1443
A00746,946
A00747,1427
A00748,573
A00749,466
A00750,1192
A00751,948
A00752,840
A00753,1901
A00754,1991
A00755,1053
A00756,1966
A00757,929
A00758,944
A00759,1978
A00760,838
A00761,261
A00762,1219
A00763,879
A00764,1253
A00765,102
A00766,620
A00767,278
A00768,1402
A00769,300
A00770,1615
A00771,386
A00772,1768
A00773,1846
A00774,123
A00775,698
A00776,477
A00777,70
A00778,36
A00779,1583
A00780,169
A00781,345
A00782,1849
A00783,208
A00784,458
A00785,1638
A00786,1119
A00787,1689
A00788,1051
A00789,1373
A00790,1912
A00791,1227
A00792,76
A00793,952
A00794,1727
A00795,179
A00796,884
A00797,1482
A00798,812
A00799,1588
A00800,823
A00801,667
A00802,24
A00803,273
A00804,850
A00805,806
A00806,1179
A00807,994
A00808,1777
A00809,1293
A00810,576
A00811,1895
A00812,892
A00813,1360
A00814,1809
A00815,493
A00816,411
A00817,1011
A00818,420
A00819,1615
A00820,982
A00821,930
A00822,1227
A00823,29
A00824,388
A00825,387
A00826,309
A00827,815
A00828,118
A00829,1944
A00830,1813
A00831,995
A00832,1258
A00833,448
A00834,759
A00835,1501
A00836,320
A00837,1576
A00838,1357
A00839,1652
A00840,458
A00841,125
A00842,1911
A00843,1757
A00844,797
A00845,16
A00846,335
A00847,715
A00848,1143
A00849,1234
A00850,1767
A00851,1873
A00852,1061
A00853,1196
A00854,605
A00855,1892
A00856,1440
A00857,1995
A00858,1885
A00859,462
A00860,496
A00861,363
A00862,875
A00863,1833
A00864,1480
A00865,1580
A00866,637
A00867,444
A00868,600
A00869,308
A00870,172
A00871,835
A00872,1653
A00873,767
A00874,1156
A00875,857
A00876,1019
A00877,1469
A00878,1231
A00879,371
A00880,52
A00881,1594
A00882,1672
A00883,884
A00884,176
A00885,1939
A00886,1933
A00887,61
A00888,1842
A00889,867
A00890,61
A00891,324
A00892,1691
A00893,895
A00894,1156
A00895,94
A00896,1249
A00897,77
A00898,277
A00899,1216
A00900,1379
A00901,1890
A00902,114
A00903,835
A00904,1061
A00905,932
A00906,219
A00907,294
A00908,39
A00909,1748
A00910,873
A00911,1970
A00912,764
A00913,1513
A00914,409
A00915,902
A00916,691
A00917,1991
A00918,1657
A00919,1540
A00920,1647
A00921,575
A00922,601
A00923,1733
A00924,246
A00925,1847
A00926,1143
A00927,758
A00928,1611
A00929,1062
A00930,1607
A00931,941
A00932,1192
A00933,14
A00934,991
A00935,162
A00936,1479
A00937,837
A00938,1822
A00939,1243
A00940,1720
A00941,1639
A00942,22
A00943,94
A00944,1994
A00945,90
A00946,1560
A00947,178
A00948,485
A00949,253
A00950,1403
A00951,1257
A00952,420
A00953,737
A00954,1569
A00955,804
A00956,1288
A00957,381
A00958,588
A00959,1213
A00960,1789
A00961,1461
A00962,682
A00963,977
A00964,140
A00965,1931
A00966,778
A00967,749
A00968,521
A00969,247
A00970,1423
A00971,1853
A00972,169
A00973,413
A00974,1820
A00975,8
A00976,552
A00977,507
A00978,1739
A00979,156
A00980,287
A00981,965
A00982,273
A00983,1357
A00984,1658
A00985,349
A00986,521
A00987,455
A00988,444
A00989,187
A00990,873
A00991,1097
A00992,249
A00993,608
A00994,1454
A00995,259
A00996,956
A00997,1044
A00998,1954
A00999,63
A01000,1312
A01001,810
A01002,1656
A01003,237
A01004,830
A01005,1550
A01006,1088
A01007,6
A01008,917
A01009,1560
A01010,251
A01011,781
A01012,642
A01013,431
A01014,926
A01015,823
A01016,1187
A01017,1325
A01018,1318
A01019,1790
A01020,1409
A01021,323
A01022,304
A01023,334
A01024,1374
A01025,325
A01026,1603
A01027,1560
A01028,958
A01029,1561
A01030,1051
A01031,1507
A01032,553
A01033,1675
A01034,844
A01035,1476
A01036,1308
A01037,36
A01038,526
A01039,108
A01040,1261
A01041,515
A01042,1538
A01043,884
A01044,1935
A01045,91
A01046,455
A01047,1817
A01048,1682
A01049,631
A01050,1071
A01051,1631
A01052,1725
A01053,163
A01054,653
A01055,989
A01056,505
A01057,1322
A01058,862
A01059,505
A01060,1946
A01061,1527
A01062,1047
A01063,1355
A01064,509
A01065,743
A01066,228
A01067,966
A01068,1587
A01069,1449
A01070,1514
A01071,1151
A01072,798
A01073,1210
A01074,529
A01075,893
A01076,784
A01077,1420
A01078,398
A01079,1282
A01080,1870
A01081,1786
A01082,1878
A01083,327
A01084,489
A01085,1420
A01086,1781
A01087,389
A01088,1022
A01089,1855
A01090,971
A01091,1986
A01092,1173
A01093,21
A01094,161
A01095,1733
A01096,1467
A01097,182
A01098,375
A01099,1191
A01100,1863
A01101,1488
A01102,230
A01103,232
A01104,1116
A01105,1920
A01106,832
A01107,515
A01108,1634
A01109,1759
A01110,204
A01111,1084
A01112,923
A01113,1579
A01114,634
A01115,160
A01116,1649
A01117,720
A01118,866
A01119,1088
A01120,962
A01121,1838
A01122,1944
A01123,1732
A01124,478
A01125,1528
A01126,1977
A01127,777
A01128,1049
A01129,795
A01130,1426
A01131,602
A01132,1045
A01133,1206
A01134,1419
A01135,381
A01136,1556
A01137,1646
A01138,1211
A01139,569
A01140,587
A01141,1266
A01142,754
A01143,1262
A01144,1650
A01145,1886
A01146,1062
A01147,1593
A01148,1386
A01149,1
A01150,84
A01151,747
A01152,1315
A01153,1286
A01154,229
A01155,24
A01156,1544
A01157,497
A01158,1754
A01159,1587
A01160,1942
A01161,55
A01162,1465
A01163,839
A01164,333
A01165,1601
A01166,38
A01167,1717
A01168,160
A01169,253
A01170,604
A01171,2
A01172,1509
A01173,296
A01174,500
A01175,1695
A01176,1084
A01177,682
A01178,81
A01179,591
A01180,465
A01181,383
A01182,1390
A01183,1047
A01184,711
A01185,679
A01186,1286
A01187,1759
A01188,976
A01189,1395
A01190,837
A01191,1058
A01192,1891
A01193,1623
A01194,627
A01195,531
A01196,1801
A01197,1915
A01198,928
A01199,49
A01200,1847
A01201,1344
A01202,1433
A01203,1133
A01204,1397
A01205,81
A01206,1238
A01207,1018
A01208,785
A01209,534
A01210,940
A01211,862
A01212,416
A01213,1162
A01214,1121
A01215,1558
A01216,665
A01217,417
A01218,127
A01219,1654
A01220,314
A01221,279
A01222,741
A01223,764
A01224,1415
A01225,1546
A01226,110
A01227,1885
A01228,1669
A01229,1969
A01230,1894
A01231,1168
A01232,1753
A01233,31
A01234,743
A01235,1121
A01236,949
A01237,257
A01238,1650
A01239,629
A01240,1441
A01241,267
A01242,973
A01243,441
A01244,454
A01245,1975
A01246,641
A01247,729
A01248,501
A01249,1068
A01250,1866
A01251,1383
A01252,1787
A01253,1274
A01254,1734
A01255,1568
A01256,603
A01257,668
A01258,1717
A01259,1851
A01260,1970
A01261,1352
A01262,1349
A01263,816
A01264,640
A01265,1771
A01266,1108
A01267,384
A01268,418
A01269,0
A01270,608
A01271,408
A01272,766
A01273,1498
A01274,213
A01275,46
A01276,1305
A01277,299
A01278,310
A01279,1440
A01280,904
A01281,1381
A01282,1383
A01283,601
A01284,102
A01285,510
A01286,1380
A01287,479
A01288,296
A01289,1175
A01290,517
A01291,281
A01292,539
A01293,1799
A01294,658
A01295,88
A01296,918
A01297,157
A01298,1800
A01299,682
A01300,866
A01301,257
A01302,310
A01303,501
A01304,460
A01305,1458
A01306,616
A01307,289
A01308,1060
A01309,1688
A01310,262
A01311,304
A01312,358
A01313,276
A01314,946
A01315,589
A01316,1968
A01317,747
A01318,713
A01319,130
A01320,391
A01321,628
A01322,87
A01323,1243
A01324,1483
A01325,327
A01326,1868
A01327,967
A01328,839
A01329,124
A01330,1127
A01331,1148
A01332,498
A01333,1627
A01334,573
A01335,647
A01336,1070
A01337,882
A01338,141
A01339,644
A01340,1893
A01341,1090
A01342,1418
A01343,608
A01344,913
A01345,213
A01346,1922
A01347,263
A01348,852
A01349,69
A01350,119
A01351,171
A01352,1443
A01353,1670
A01354,291
A01355,237
A01356,169
A01357,1067
A01358,1017
A01359,132
A01360,1589
A01361,1649
A01362,1450
A01363,936
A01364,560
A01365,1114
A01366,1805
A01367,731
A01368,1702
A01369,299
A01370,1518
A01371,1086
A01372,606
A01373,68
A01374,236
A01375,1300
A01376,1210
A01377,1479
A01378,330
A01379,1269
A01380,405
A01381,1605
A01382,114
A01383,769
A01384,5
A01385,956
A01386,1704
A01387,828
A01388,1335
A01389,336
A01390,477
A01391,3
A01392,1864
A01393,8
A01394,1055
A01395,244
A01396,1640
A01397,482
A01398,47
A01399,1798
A01400,408
A01401,1190
A01402,560
A01403,553
A01404,550
A01405,1033
A01406,1564
A01407,1374
A01408,1434
A01409,991
A01410,1027
A01411,690
A01412,737
A01413,1747
A01414,1727
A01415,1984
A01416,1534
A01417,680
A01418,930
A01419,1603
A01420,1409
A01421,977
A01422,1395
A01423,1366
A01424,1821
A01425,1514
A01426,1221
A01427,597
A01428,1013
A01429,1992
A01430,1659
A01431,727
A01432,1431
A01433,531
A01434,861
A01435,1214
A01436,1044
A01437,1561
A01438,219
A01439,971
A01440,1392
A01441,330
A01442,1394
A01443,343
A01444,1308
A01445,1787
A01446,1266
A01447,117
A01448,281
A01449,1071
A01450,709
A01451,960
A01452,1551
A01453,443
A01454,389
A01455,1431
A01456,1794
A01457,1193
A01458,731
A01459,1036
A01460,1812
A01461,966
A01462,360
A01463,1441
A01464,1332
A01465,300
A01466,1258
A01467,205
A01468,886
A01469,513
A01470,939
A01471,1973
A01472,461
A01473,1959
A01474,211
A01475,1078
A01476,1582
A01477,1052
A01478,58
A01479,33
A01480,248
A01481,1104
A01482,316
A01483,1942
A01484,1282
A01485,699
A01486,1175
A01487,987
A01488,141
A01489,1430
A01490,1419
A01491,1851
A01492,829
A01493,1182
A01494,1159
A01495,425
A01496,1969
A01497,1952
A01498,1011
A01499,1007
A01500,528
A01501,1060
A01502,1230
A01503,1768
A01504,131
A01505,735
A01506,498
A01507,1592
A01508,232
A01509,1311
A01510,1848
A01511,742
A01512,1135
A01513,697
A01514,787
A01515,708
A01516,649
A01517,418
A01518,158
A01519,632
A01520,1124
A01521,271
A01522,64
A01523,1455
A01524,1094
A01525,1088
A01526,1144
A01527,1278
A01528,799
A01529,1785
A01530,1109
A01531,1630
A01532,40
A01533,1050
A01534,1505
A01535,1187
A01536,1873
A01537,548
A01538,1810
A01539,547
A01540,200
A01541,1582
A01542,754
A01543,830
A01544,1582
A01545,676
A01546,715
A01547,131
A01548,395
A01549,451
A01550,1776
A01551,1551
A01552,1793
A01553,379
A01554,1882
A01555,257
A01556,995
A01557,1775
A01558,674
A01559,1043
A01560,1590
A01561,1220
A01562,793
A01563,446
A01564,202
A01565,217
A01566,701
A01567,84
A01568,1192
A01569,1599
A01570,834
A01571,101
A01572,607
A01573,1611
A01574,431
A01575,1542
A01576,1516
A01577,1234
A01578,1873
A01579,417
A01580,372
A01581,1012
A01582,883
A01583,347
A01584,9
A01585,1557
A01586,1836
A01587,1661
A01588,1167
A01589,1248
A01590,191
A01591,97
A01592,1874
A01593,767
A01594,956
A01595,980
A01596,789
A01597,308
A01598,627
A01599,1364
A01600,1974
A01601,630
A01602,938
A01603,795
A01604,1616
A01605,1674
A01606,944
A01607,182
A01608,1947
A01609,340
A01610,740
A01611,1761
A01612,1902
A01613,256
A01614,671
A01615,578
A01616,336
A01617,445
A01618,437
A01619,644
A01620,380
A01621,1040
A01622,917
A01623,1944
A01624,1408
A01625,737
A01626,226
A01627,1840
A01628,654
A01629,1451
A01630,753
A01631,1208
A01632,606
A01633,508
A01634,442
A01635,1742
A01636,74
A01637,88
A01638,731
A01639,334
A01640,613
A01641,1654
A01642,1714
A01643,827
A01644,507
A01645,430
A01646,195
A01647,1617
A01648,95
A01649,378
A01650,643
A01651,343
A01652,1871
A01653,1983
A01654,983
A01655,934
A01656,1713
A01657,994
A01658,1386
A01659,879
A01660,1448
A01661,1103
A01662,1527
A01663,495
A01664,1587
A01665,1531
A01666,1154
A01667,1393
A01668,1813
A01669,928
A01670,503
A01671,248
A01672,1713
A01673,102
A01674,30
A01675,726
A01676,1325
A01677,89
A01678,1436
A01679,977
A01680,541
A01681,608
A01682,1744
A01683,276
A01684,807
A01685,409
A01686,1337
A01687,623
A01688,1524
A01689,1508
A01690,28
A01691,1080
A01692,701
A01693,1852
A01694,886
A01695,1509
A01696,126
A01697,1218
A01698,1240
A01699,975
A01700,1275
A01701,801
A01702,1804
A01703,1166
A01704,1874
A01705,394
A01706,629
A01707,1768
A01708,1952
A01709,257
A01710,1608
A01711,1623
A01712,1557
A01713,409
A01714,337
A01715,839
A01716,1359
A01717,1251
A01718,1688
A01719,1177
A01720,194
A01721,531
A01722,1869
A01723,305
A01724,900
A01725,1423
A01726,1547
A01727,1861
A01728,1215
A01729,521
A01730,600
A01731,107
A01732,849
A01733,460
A01734,1702
A01735,1740
A01736,804
A01737,577
A01738,401
A01739,412
A01740,1779
A01741,1568
A01742,670
A01743,1267
A01744,1900
A01745,405
A01746,1522
A01747,292
A01748,1514
A01749,47
A01750,150
A01751,874
A01752,1530
A01753,62
A01754,781
A01755,744
A01756,932
A01757,1499
A01758,266
A01759,450
A01760,847
A01761,767
A01762,553
A01763,1431
A01764,1656
A01765,1501
A01766,774
A01767,1096
A01768,707
A01769,596
A01770,34
A01771,782
A01772,850
A01773,1275
A01774,1397
A01775,626
A01776,1860
A01777,601
A01778,404
A01779,495
A01780,1900
A01781,1255
A01782,346
A01783,1168
A01784,370
A01785,1725
A01786,576
A01787,786
A01788,1679
A01789,957
A01790,808
A01791,1305
A01792,310
A01793,1950
A01794,1565
A01795,1012
A01796,1015
A01797,1239
A01798,1610
A01799,398
A01800,1631
A01801,426
A01802,1585
A01803,917
A01804,13
A01805,1367
A01806,24
A01807,255
A01808,665
A01809,155
A01810,883
A01811,330
A01812,1094
A01813,1771
A01814,550
A01815,1592
A01816,420
A01817,1385
A01818,1060
A01819,1931
A01820,924
A01821,1987
A01822,1416
A01823,1749
A01824,1788
A01825,728
A01826,471
A01827,899
A01828,1709
A01829,385
A01830,1610
A01831,621
A01832,991
A01833,6
A01834,863
A01835,1473
A01836,1670
A01837,1429
A01838,1154
A01839,1003
A01840,1701
A01841,321
A01842,121
A01843,1523
A01844,73
A01845,478
A01846,211
A01847,538
A01848,1400
A01849,1973
A01850,591
A01851,1630
A01852,178
A01853,1679
A01854,1474
A01855,1643
A01856,1009
A01857,1835
A01858,1129
A01859,1284
A01860,895
A01861,1124
A01862,545
A01863,279
A01864,544
A01865,262
A01866,1338
A01867,1088
A01868,907
A01869,1076
A01870,1922
A01871,991
A01872,230
A01873,57
A01874,230
A01875,603
A01876,1865
A01877,1892
A01878,1675
A01879,1310
A01880,517
A01881,1933
A01882,1499
A01883,1736
A01884,1794
A01885,1980
A01886,442
A01887,1312
A01888,531
A01889,1220
A01890,463
A01891,1834
A01892,299
A01893,1869
A01894,107
A01895,576
A01896,1776
A01897,1842
A01898,979
A01899,1811
A01900,1139
A01901,1123
A01902,1631
A01903,324
A01904,50
A01905,1599
A01906,1399
A01907,121
A01908,1449
A01909,870
A01910,1778
A01911,1117
A01912,159
A01913,1818
A01914,767
A01915,962
A01916,1625
A01917,808
A01918,484
A01919,564
A01920,1819
A01921,26
A01922,556
A01923,1687
A01924,612
A01925,87
A01926,691
A01927,360
A01928,1949
A01929,1653
A01930,827
A01931,23
A01932,913
A01933,1864
A01934,170
A01935,1393
A01936,302
A01937,1175
A01938,1686
A01939,195
A01940,580
A01941,321
A01942,1863
A01943,1661
A01944,1441
A01945,1346
A01946,1674
A01947,480
A01948,1102
A01949,1144
A01950,951
A01951,967
A01952,1357
A01953,414
A01954,1991
A01955,1113
A01956,567
A01957,1943
A01958,1711
A01959,1963
A01960,907
A01961,1039
A01962,171
A01963,1795
A01964,43
A01965,1755
A01966,203
A01967,295
A01968,1648
A01969,1374
A01970,660
A01971,449
A01972,1122
A01973,289
A01974,1983
A01975,1498
A01976,162
A01977,895
A01978,246
A01979,1265
A01980,413
A01981,211
A01982,1258
A01983,804
A01984,701
A01985,1859
A01986,666
A01987,498
A01988,1872
A01989,1057
A01990,826
A01991,358
A01992,1463
A01993,1723
A01994,1287
A01995,1541
A01996,149
A01997,67
A01998,1617
A01999,1686
A02000,1143
A02001,1378
A02002,832
A02003,1728
A02004,484
A02005,501
A02006,1845
A02007,1067
A02008,431
A02009,492
A02010,950
A02011,1672
A02012,1697
A02013,446
A02014,1549
A02015,696
A02016,1780
A02017,1366
A02018,1094
A02019,184
A02020,1089
A02021,1704
A02022,422
A02023,591
A02024,547
A02025,301
A02026,986
A02027,1399
A02028,1001
A02029,442
A02030,1348
A02031,95
A02032,1277
A02033,559
A02034,122
A02035,1034
A02036,1378
A02037,1530
A02038,320
A02039,199
A02040,14
A02041,1598
A02042,67
A02043,1379
A02044,106
A02045,1154
A02046,661
A02047,1016
A02048,173
A02049,591
A02050,1760
A02051,782
A02052,973
A02053,1433
A02054,597
A02055,1438
A02056,956
A02057,241
A02058,1180
A02059,182
A02060,1514
A02061,445
A02062,65
A02063,1989
A02064,1144
A02065,855
A02066,394
A02067,1137
A02068,324
A02069,515
A02070,1317
A02071,250
A02072,1045
A02073,894
A02074,169
A02075,1490
A02076,1636
A02077,1042
A02078,484
A02079,1393
A02080,1640
A02081,1970
A02082,1226
A02083,410
A02084,681
A02085,565
A02086,1122
A02087,1844
A02088,1962
A02089,683
A02090,78
A02091,1137
A02092,350
A02093,138
A02094,684
A02095,1568
A02096,1533
A02097,78
A02098,235
A02099,1251
A02100,759
A02101,1523
A02102,692
A02103,1657
A02104,1273
A02105,1509
A02106,1737
A02107,78
A02108,1263
A02109,1107
A02110,1801
A02111,1913
A02112,1756
A02113,1786
A02114,541
A02115,1544
A02116,1219
A02117,1655
A02118,1307
A02119,578
A02120,1733
A02121,549
A02122,1175
A02123,1641
A02124,437
A02125,180
A02126,1900
A02127,907
A02128,209
A02129,600
A02130,1957
A02131,1558
A02132,807
A02133,1233
A02134,634
A02135,117
A02136,1277
A02137,1568
A02138,1136
A02139,1171
A02140,828
A02141,1043
A02142,580
A02143,854
A02144,881
A02145,164
A02146,1380
A02147,563
A02148,1596
A02149,1140
A02150,349
A02151,1877
A02152,771
A02153,1657
A02154,1518
A02155,209
A02156,347
A02157,1050
A02158,1220
